assetid,assetname,location,cloud,dt,batch,epo,remarks
TKMB180602P2,"手机 华为 荣耀V8（KNT-AL20/高配版/全网通/4G+64G/颜色随机） Pcs",a1,NULL,NULL,290,NULL,NULL
TKMB180602P4,"手机 vivo vivo X9s（全网通/4GB+64GB/颜色随机） Pcs",a1,,NULL,290,NULL,NULL
TKMB180602PA,"手机 vivo Y67（4GB+32GB全网通4G 颜色随机) Pcs",a1,b2_ot_public_cloud,"2020-09-28 00:00:00",46,,"no wetestservice"
TKMB180602PL,"手机 vivo X9s L（4GB+64GB 移动定制版全网通4G手机 双卡双待 颜色随机） Pcs",a1,NULL,NULL,290,NULL,NULL
TKMB180602PX,"手机 vivo vivo X9s（全网通/4GB+64GB/颜色随机） Pcs",a1,NULL,NULL,290,NULL,NULL
TKMB180602PY,"手机 OPPO R9S(6GB+64GB 移动定制全网4G/颜色随机) Pcs",a1,NULL,NULL,290,NULL,NULL
TKMB180602R4,"手机 vivo X7 （4GB+64GB 全网通4G手机 双卡双待 颜色随机） Pcs",a1,NULL,NULL,290,NULL,NULL
TKMB180602R6,"手机 vivo X7 Plus（移动联通电信4G/RAM 4GB/ROM 64G/颜色随机） Pcs",a1,b2_ot_public_cloud,"2020-09-28 00:00:00",46,,"no wetestservice"
TKMB180602R7,"手机 vivo X7 （4GB+64GB 全网通4G手机 双卡双待 颜色随机） Pcs",a1,NULL,NULL,290,NULL,NULL
TKMB180602R8,"手机 vivo Y79A（4GB+64GB 全网通4G手机 双卡双待 颜色随机） Pcs",a1,NULL,"2021-02-26 00:00:00",20,zby11->9,NULL
TKMB180602W0,"手机 华为 荣耀8（4GB+64GB全网通版/颜色随机） Pcs",a1,NULL,"2021-02-26 00:00:00",20,zby11->9,NULL
TKMB180602W7,"手机 小米 5S(全网通/RAM 3GB/ROM 64GB/颜色随机) Pcs",a1,b2_ot_public_cloud,"2020-09-28 00:00:00",46,,"no wetestservice"
TKMB180602WX,"手机 vivo X7 Plus（移动联通电信4G/RAM 4GB/ROM 64G/颜色随机） Pcs",a1,NULL,NULL,290,NULL,NULL
TKMB180700E8,"京东-vivo NEX 零界全面屏AI双摄游戏手机 6GB+128GB 星钻黑 移动联通电信全网通4G手机 双卡双待(7643011)",NULL,NULL,NULL,NULL,NULL,NULL
TKMB180700F8,"京东-荣耀 畅玩7X 4GB+32GB 全网通4G全面屏手机 标配版 铂光金(5663902)",a1,NULL,NULL,290,NULL,NULL
TKMB1807015A,"手机 vivo VIVO Y923（1GB+8GB 电信4G移动2G联通2G 颜色随机/自行采购) Pcs",NULL,NULL,NULL,NULL,NULL,NULL
TKMB1807015W,"手机 vivo VIVO Y923（1GB+8GB 电信4G移动2G联通2G 颜色随机/自行采购) Pcs",NULL,NULL,NULL,NULL,NULL,NULL
TKMB18070168,"手机 小米 HM NOTE 1LTE(2GB+16GB 双卡/增强版/移动4G/自行采购) Pcs",NULL,NULL,NULL,NULL,NULL,NULL
TKMB18070177,"手机 美图 MP1512（4GB+64GB 全网通4G手机 颜色随机/自行采购） Pcs",NULL,NULL,NULL,NULL,NULL,NULL
TKMB1807017G,"手机 努比亚 NX569H（Z17mini 6GB+64GB 全网通4G 手机 双卡双待/自行采购） Pcs",NULL,NULL,NULL,NULL,NULL,NULL
TKMB1807017L,"手机 魅族 M3X（3GB+32GB/4GB+64GB 全网通 颜色随机/自行采购） Pcs",NULL,NULL,NULL,NULL,NULL,NULL
TKMB1807017M,"手机 魅族 M3X（3GB+32GB/4GB+64GB 全网通 颜色随机/自行采购） Pcs",NULL,NULL,NULL,NULL,NULL,NULL
TKMB1807018N,"手机 三星 SM-J5108（2GB+16GB 移动联通4G手机 颜色随机/自行采购） Pcs",NULL,NULL,NULL,NULL,NULL,NULL
TKMB180701A9,"手机 三星 三星？S9+（6GB+128GB 谜夜黑 移动联通电信4G手机 双卡双待/自行采购） Pcs",NULL,NULL,NULL,NULL,NULL,NULL
TKMB180701AX,"手机 三星 SM-N9100 ( 3GB+16GB 移动联通双4G 颜色随机/自行采购） Pcs",NULL,NULL,NULL,NULL,NULL,NULL
TKMB180701NG,"京东-小米 红米6  全网通版 3GB内存 铂银灰 32GB 移动联通电信4G手机 双卡双待(7651927)",NULL,NULL,NULL,NULL,NULL,NULL
TKMB180701NP,"京东-小米 红米6 Pro 全网通版 3GB内存 曜石黑 32GB 移动联通电信4G手机 双卡双待(7437560)",NULL,NULL,NULL,NULL,NULL,NULL
TKMB180701P7,"手机 OPPO R8205（2GB+16GB 电信4G手机 颜色随机/自行采购） Pcs",NULL,NULL,NULL,NULL,NULL,NULL
TKMB180701PW,"手机 华为 荣耀 6 PLUS高配版电信4G[（PE-CL00/高配版/电信4G）(3G+32G/自行采购)] Pcs",NULL,NULL,NULL,NULL,NULL,NULL
TKMB1807029P,"手机 三星 galaxy s8+（全网通4G/4+64G/颜色随机/美版） Pcs",a1,NULL,NULL,NULL,NULL,NULL
TKMB1808019R,"手机 小米（MI） 小米6 全网通 6GB+64GB 移动联通电信4G手机 双卡双待 Pcs",a1,NULL,"2021-02-26 00:00:00",20,zby11->9,NULL
TKMB180900R3,"手机 小米 红米Note5（移动4G+全网通版/4GB+64GB/颜色随机） Pcs",a1,b2_ot_public_cloud,"2020-09-28 00:00:00",46,,"no wetestservice"
TKMB180900RE,"京东-三星 Galaxy S9+（SM-G9650/DS）6GB+64GB 谜夜黑 移动联通电信4G手机 双卡双待(6405876)",b2,wechat_small_game,"2020-09-28 00:00:00",2,sh->sz,NULL
TKMB180900Y9,"京东-华为畅享8 全面屏三卡槽 4GB+64GB 金色 全网通高配版 移动联通电信4G手机 双卡双待(6737464)",a1,b2_ot_public_cloud,"2020-09-28 00:00:00",46,,"no wetestservice"
TKMB180901A0,"手机 vivo X9s plus L（4GB+64GB 移动定制版全网通4G手机 双卡双待 颜色随机） Pcs",a1,b2_ot_public_cloud,"2020-09-28 00:00:00",46,,"no wetestservice"
TKMB181001M8,"京东-【千玺代言】华为新品  HUAWEI nova 3全面屏高清四摄游戏手机 海报级自拍 6GB+64GB 浅艾蓝 全网通双卡双待(8486629)",NULL,NULL,NULL,NULL,NULL,NULL
TKMB18110013,"京东-【套装版】OPPO A7x 全面屏拍照手机 4GB+128GB 星空紫 全网通 移动联通电信4G 双卡双待手机(100000529513)",NULL,NULL,NULL,NULL,NULL,NULL
TKMB181100G4,"京东-【OPPO全新系列】K1 OPPO首款千元屏幕指纹手机 6G+64G 摩卡红 全网通 移动联通电信4G 双卡双待手机(100000727144)",a1,NULL,"2021-02-26 00:00:00",20,zby11->9,NULL
TKMB181100WT,"京东-【套装版】OPPO A7x 全面屏拍照手机 4GB+128GB 星空紫 全网通 移动联通电信4G 双卡双待手机(100000529513)",NULL,NULL,NULL,NULL,NULL,NULL
TKMB18120247,"京东-OPPO R17 Pro 全面屏拍照手机 8GB+128GB 凝光绿 全网通移动联通电信4G手机 双卡双待(100001054331)",NULL,NULL,NULL,NULL,NULL,NULL
TKMB181204J1,"手机 三星 J2？东南亚版（1.5G+8G ROM） Pcs",NULL,NULL,NULL,NULL,NULL,NULL
TKMB181204J3,"手机 三星 J7？东南亚版（1.5G+16G ROM） Pcs",NULL,NULL,NULL,NULL,NULL,NULL
TKMB181204J5,"手机 360 N6 Pro(全网通/RAM 4GB/ROM 64GB/自行采购) Pcs",NULL,NULL,NULL,NULL,NULL,NULL
TKMB181204J6,"手机 360 N6 Pro(全网通/RAM 4GB/ROM 64GB/自行采购) Pcs",NULL,NULL,NULL,NULL,NULL,NULL
TKMB181204J8,"手机 酷派 A8 930(全网通/RAM 3GB/ROM 32GB/自行采购) Pcs",NULL,NULL,NULL,NULL,NULL,NULL
TKMB181204J9,"手机 华为 mate 20（6G+64G ROM） Pcs",NULL,NULL,NULL,NULL,NULL,NULL
TKMB181204JA,"手机 华为 mate 20（6G+64G ROM） Pcs",NULL,NULL,NULL,NULL,NULL,NULL
TKMB181204L0,"手机 OPPO R9M(全网通/RAM 4GB/ROM 64GB/自行采购) Pcs",a1,b2_ot_public_cloud,"2020-09-28 00:00:00",46,,"no wetestservice"
TKMB181204XJ,"手机 努比亚 Z17 mini(全网通/RAM 6GB/ROM 64GB/自行采购) Pcs",NULL,NULL,NULL,NULL,NULL,NULL
TKMB181204Y1,"手机 华为 VTR-AL00(全网通/RAM 4GB/ROM 64GB/自行采购) Pcs",a1,NULL,"2021-02-26 00:00:00",20,zby11->9,NULL
TKMB181204Y2,"手机 华为 VTR-AL00(全网通/RAM 4GB/ROM 64GB/自行采购) Pcs",NULL,NULL,NULL,NULL,NULL,NULL
TKMB181204Y5,"手机 OPPO R9KM(全网通/RAM 4GB/ROM 64GB/自行采购) Pcs",a1,NULL,NULL,290,NULL,NULL
TKMB181204Y7,"手机 OPPO R9KM(全网通/RAM 4GB/ROM 64GB/自行采购) Pcs",NULL,NULL,NULL,NULL,NULL,NULL
TKMB181204YE,"手机 OPPO A1601(RAM 4GB/ROM 64GB/自行采购) Pcs",NULL,NULL,NULL,NULL,NULL,NULL
TKMB181204YR,"手机 OPPO A1601(RAM 4GB/ROM 64GB/自行采购) Pcs",NULL,NULL,NULL,NULL,NULL,NULL
TKMB181204YT,"手机 小米 note 4X印尼版（2G+16G ROM） Pcs",NULL,NULL,NULL,NULL,NULL,NULL
TKMB190400E0,"京东-Apple iPad mini 2019年新款平板电脑 7.9英寸（64G WLAN版/A12芯片/Retina显示屏/MUQY2CH/A）金色(100004245972)",NULL,NULL,NULL,NULL,NULL,NULL
TKMB190400LT,"手机 华为 mate20 X（全网通4G/6G+128G/颜色随机） Pcs",a1,NULL,NULL,NULL,NULL,NULL
TKMB190400MX,"京东-小米9 xiaomi新品三摄 6GB+128GB深空灰 骁龙855 全网通4G 双卡双待 水滴全面屏拍照游戏智能手机(100003434266)",NULL,NULL,NULL,NULL,NULL,NULL
TKMB190400YR,"手机 vivo iQOO(全网通4G手机/8GB+128GB/颜色随机) Pcs",NULL,NULL,NULL,NULL,NULL,NULL
TKMB190508NY,"手机 华为 JMM-AL10(二手机/JMM AL10/全网通/4GB*32GB) Pcs",a1,NULL,NULL,290,NULL,NULL
TKMB19050910,"手机 vivo vivo X6Plus（二手机/EVA TL00/双4G/4GB*64GB） Pcs",a1,NULL,NULL,290,NULL,NULL
TKMB19050912,"手机 vivo X9Plus（二手机/X9PLUS L/全网通/6GB*64GB） Pcs",a1,NULL,NULL,290,NULL,NULL
TKMB19050915,"手机 OPPO R15梦镜版（二手机/PAAT00/梦境红全网通/6GB*128GB） Pcs",NULL,NULL,NULL,NULL,NULL,NULL
TKMB19050919,"手机 OPPO R11 Plus（二手机/全网通/6GB*64GB） Pcs",a1,NULL,NULL,290,NULL,NULL
TKMB1905091J,"手机 OPPO OPPO R7s Plus(二手机/全网通/4GB*32GB) Pcs",a1,NULL,NULL,290,NULL,NULL
TKMB1905091T,"手机 华为 荣耀V9（二手机/BLN AL20/全网通/6GB*64GB） Pcs",a1,b2_ot_public_cloud,"2020-09-28 00:00:00",46,,"no wetestservice"
TKMB1905091Y,"手机 vivo Y79(二手机/全网通/4GB*64GB) Pcs",a1,b2_ot_public_cloud,"2020-09-28 00:00:00",46,,"no wetestservice"
TKMB19050927,"手机 vivo X7 Plus(二手机/X7PLUS/全网通4GB*64GB) Pcs",a1,NULL,NULL,290,NULL,NULL
TKMB1905092M,"手机 OPPO R9SK(二手机/R9sk/全网通/4GB*64GB ) Pcs",a1,NULL,NULL,290,NULL,NULL
TKMB1905092P,"手机 vivo X6SPlus(二手机/X6SPLUS D/全网通/4GB*64GB) Pcs",a1,NULL,NULL,290,NULL,NULL
TKMB1905092W,"手机 OPPO OPPO R9 Plus（二手机/PLUSM A/电信全网通4GB*64GB） Pcs",a1,NULL,NULL,290,NULL,NULL
TKMB19050M3W,"京东-OPPO A9x 4800万像素 VOOC闪充 6GB+128GB 曜石黑 全网通4G 全面屏拍照游戏智能手机(100003440803)",a1,b2_ot_public_cloud,"2020-09-28 00:00:00",46,,"no wetestservice"
TKMB19050XF5,"手机 华为 P10 Plus(二手机/VKY TL00/全网通/6GB*64GB） Pcs",a1,NULL,NULL,290,NULL,NULL
TKMB19050XJ9,"手机 夏普 S2(二手机/4GB*64GB标配版/全网通） Pcs",NULL,NULL,NULL,NULL,NULL,NULL
TKMB19050XRX,"手机 OPPO A37M (二手机/A37F/全网通4G/2GB*16GB） Pcs",a1,NULL,NULL,290,NULL,NULL
TKMB19050XWL,"手机 华为 Mate 9(二手机/MHA TL00/全网通移动定制版/4GB*64GB ) Pcs",NULL,NULL,NULL,NULL,NULL,NULL
TKMB19050XWR,"手机 华为 P9(二手机/P9/标准版全网通/3GB*32GB） Pcs",a1,NULL,NULL,290,NULL,NULL
TKMB19050XXP,"手机 三星 GALAXY S8(二手机/4GB*64GB/双卡版/全网通） Pcs",a1,NULL,"2021-02-26 00:00:00",20,zby11->9,NULL
TKMB19070049,"手机 realme X（全网通4G/ 4GB+64GB/颜色随机） Pcs",a1,b2_ot_public_cloud,"2020-09-28 00:00:00",46,,"no wetestservice"
TKMB190700Y4,"手机 OPPO R9SK(4GB+64GB 全网4GJDI屏幕/颜色随机) Pcs",a1,NULL,NULL,290,NULL,NULL
TKMB190700YP,"手机 vivo Y55（2GB+16GB 全网通4G 双卡双待 颜色随机） Pcs",a1,b2_ot_public_cloud,"2020-09-28 00:00:00",46,,"no wetestservice"
TKMB19070189,"手机 华为 P30 Pro(全网通4G手机/8G+128G/颜色随机) Pcs",NULL,NULL,NULL,NULL,NULL,NULL
TKMB190701F1,"手机 华为 畅享7 Plus （全网通4G/双卡双待/3GRAM+32G ROM/颜色随机） Pcs",a1,b2_ot_public_cloud,"2020-09-28 00:00:00",46,,"no wetestservice"
TKMB190701F6,"手机 OPPO R9 PLUSTM A（4GB+64GB 移动定制版全网4G/颜色随机) Pcs",a1,b2_ot_public_cloud,"2020-09-28 00:00:00",46,,"no wetestservice"
TKMB190701F9,"手机 华为 麦芒5 （全网通4G手机/4GB+64GB/颜色随机） Pcs",a1,NULL,NULL,290,NULL,NULL
TKMB190701FW,"手机 vivo X20 （4GB+64GB 全网通4G手机 双卡双待 颜色随机） Pcs",a1,NULL,NULL,290,NULL,NULL
TKMB190701YM,"手机 华为 荣耀 畅玩4C(CHM-TL00)（移动4G/TD-LTE/定制版/16G/颜色随机） Pcs",a1,NULL,NULL,290,NULL,NULL
TKMB1908004M,"手机 小米 红米Note4X（移动联通电信4G/32G/颜色随机） Pcs",a1,NULL,"2021-02-26 00:00:00",20,zby11->9,NULL
TKMB1908004T,"手机 小米 红米Note4X（移动联通电信4G/32G/颜色随机） Pcs",a1,NULL,NULL,290,NULL,NULL
TKMB19080059,"手机 华为HUAWEI 华nova 3e（全网通/4GB +64GB/双卡双待/颜色随机） 台",NULL,NULL,NULL,NULL,NULL,NULL
TKMB190800E0,"手机 华为 荣耀9(青春版全网通高配版/4GB+32GB/颜色随机) Pcs",NULL,NULL,NULL,NULL,NULL,NULL
TKMB190800E4,"手机 OPPO R11 PLUS（6GB+64GB 全网通4G 双卡双待/颜色随机） Pcs",a1,NULL,NULL,290,NULL,NULL
TKMB190800E7,"手机 华为 麦芒5 （全网通4G手机/4GB+64GB/颜色随机） Pcs",a1,b2_ot_public_cloud,"2020-09-28 00:00:00",46,,"no wetestservice"
TKMB190800RE,"京东-华为畅享8 全面屏三卡槽 4GB+64GB 金色 全网通高配版 移动联通电信4G手机 双卡双待(6737464)",a1,NULL,NULL,290,NULL,NULL
TKMB190800RG,"手机 华为 P9（4GB+64GB全网通 高配版 颜色随机） Pcs",a1,NULL,NULL,290,NULL,NULL
TKMB190800RN,"手机 华为 荣耀畅玩7X（全网通/4G*32G/ 颜色随机） Pcs",a1,NULL,NULL,290,NULL,NULL
TKMB190800RW,"手机 vivo X9s L（4GB+64GB 移动定制版全网通4G手机 双卡双待 颜色随机） Pcs",a1,NULL,NULL,290,NULL,NULL
TKMB190801W3,"手机 OPPO A37M （2GB+16GB全网通4G手机 双卡双待/颜色随机） Pcs",a1,,NULL,290,NULL,NULL
TKMB190801X3,"手机 vivo X7 Plus（移动联通电信4G/RAM 4GB/ROM 64G/颜色随机） Pcs",a1,NULL,NULL,290,NULL,NULL
TKMB19090094,"京东-【千玺代言】华为新品 HUAWEI nova 4 极点全面屏手机 2000万超广角三摄 8GB+128GB 亮黑色 全网通双卡双待(100002433222)",a1,NULL,"2021-02-26 00:00:00",20,zby11->9,NULL
TKMB190900TA,"手机 VIVO IQOO Pro(全网通5G手机/双卡双待/8G+128G/颜色随机) Pcs(12138)",NULL,NULL,NULL,NULL,NULL,NULL
TKMB190900TF,"手机 荣耀 9X (全网通4G/4GB+64GB/颜色随机) Pcs(11811)",a1,b2_ot_public_cloud,"2020-09-28 00:00:00",46,,"no wetestservice"
TKMB1909015P,"手机 三星 手机 三星 SM-J701F (国际版/2GB+16GB/颜色随机)（自行采购） Pcs",a1,NULL,NULL,NULL,NULL,NULL
TKMB1910006J,"手机 小米 CC9e(全网通4G手机/双卡双待/4G+64G/颜色随机） Pcs(11703)",a1,NULL,NULL,290,NULL,NULL
TKMB191001FX,"手机 三星 华为 HUAWEI Mate 30 Pro 麒麟990旗舰芯片OLED环幕屏双4000万徕卡电影四摄8GB+128GB亮黑色4G全网通手机 Pcs",NULL,NULL,NULL,NULL,NULL,NULL
TKMB191002Y9,"手机 华为 P10 plus( 移动联通电信4G/双卡双待/ 6GB+128GB/颜色随机) Pcs",a1,NULL,NULL,290,NULL,NULL
TKMB191200NP,"手机 VIVO VIVO Y67 (4GB+64GB) Pcs",a1,NULL,NULL,290,NULL,NULL
TKMB191200NW,"手机 VIVO VIVO Y67 (4GB+64GB) Pcs",a1,NULL,NULL,290,NULL,NULL
TKMB191200NY,"手机 VIVO VIVO X21A (4GB+64GB) Pcs",NULL,NULL,NULL,NULL,NULL,NULL
TKMB19120108,"手机 华为 华为 HWI-AL00 (4GB+64GB) Pcs",NULL,NULL,NULL,NULL,NULL,NULL
TKMB19120109,"手机 华为 华为 HWI-AL00 (4GB+64GB) Pcs",NULL,NULL,NULL,NULL,NULL,NULL
TKMB1912010E,"手机 VIVO VIVO X9L (4GB+64GB) Pcs",a1,b2_ot_public_cloud,"2020-09-28 00:00:00",46,,"no wetestservice"
TKMB1912010M,"手机 小米 小米 MI-5SPLUS (4GB+64GB) Pcs",NULL,NULL,NULL,NULL,NULL,NULL
TKMB1912010R,"手机 OPPO OPPO R9S (4GB+64GB) Pcs",a1,NULL,NULL,290,NULL,NULL
TKMB1912010Y,"手机 VIVO VIVO X6A (4GB+64GB) Pcs",a1,NULL,NULL,290,NULL,NULL
TKMB19120111,"手机 华为 华为 PIC-AL00 (4GB+64GB) Pcs",NULL,NULL,NULL,NULL,NULL,NULL
TKMB1912012T,"手机 华为 华为 VTR-AL00 (4GB+64GB) Pcs",a1,b2_ot_public_cloud,"2020-09-28 00:00:00",46,,"no wetestservice"
TKMB1912012W,"手机 VIVO VIVO XPLAY5A (4GB+64GB) Pcs",a1,b2_ot_public_cloud,"2020-09-28 00:00:00",46,,"no wetestservice"
TKMB19120134,"手机 VIVO VIVO XPLAY6 (4GB+64GB) Pcs",a1,b2_ot_public_cloud,"2020-09-28 00:00:00",46,,"no wetestservice"
TKMB1912013W,"手机 OPPO OPPO PACM00 (4GB+64GB) Pcs",NULL,NULL,NULL,NULL,NULL,NULL
TKMB1912022F,"手机 三星(SAMSUNG) SM-J730G (国际版/二手机/3GB+32GB/颜色随机) Pcs(13397)",b2,teg,"2020-11-09 00:00:00",5,PR-GO-201909020166,NULL
TKMB1912022R,"手机 三星(SAMSUNG) SM-J730G (国际版/二手机/3GB+32GB/颜色随机) Pcs(13397)",b2,teg,"2020-11-09 00:00:00",5,PR-GO-201909020166,NULL
TKMB1912022X,"手机 三星(SAMSUNG) SM-J810M (国际版/3GB+32GB/颜色随机) Pcs(13396)",b2,teg,"2020-11-09 00:00:00",5,PR-GO-201909020166,NULL
TKMB1912026M,"平板电脑 台电 T20（X27十核10.1英寸2.5k夏普屏 4+64G） Pcs",c2,b2_top300_cloud,"2020-05-08 00:00:00",60,PR-GO-201911290342,NULL
TKMB191202MT,"手机 酷派 酷玩8 Lite 6"高清全面屏 1300万双摄 私密双系统/3GB+32GB 双卡双待全网通/颜色随机 Pcs"",c2,b2_top300_cloud,"2020-04-24 00:00:00",49,PR-GO-201911290342,NULL
TKMB191202YL,"手机 酷派 酷派(coolpad) 酷玩8 6.2“FHD全面屏 高清双摄 4GB+64GB 4000mAh长续航/全网通4G手机 双卡双待/颜色随机 Pcs",c2,b2_top300_cloud,"2020-04-24 00:00:00",49,PR-GO-201911290342,NULL
TKMB191204AA,"京东-努比亚 nubia 红魔3S电竞游戏手机 8GB+128GB 银色风暴 骁龙855Plus UFS3.0 内置风扇 5000mAh大电池 全面屏(100006881012)",c2,b2_top300_cloud,"2020-04-26 00:00:00",50,PR-GO-201911290342,NULL
TKMB191206AE,"手机 三星(SAMSUNG) SM-G965U1 (国际版/6GB+64GB/颜色随机) Pcs(13398)",b2,teg,"2020-11-09 00:00:00",5,PR-GO-201909020166,NULL
TKMB191206AW,"手机 三星(SAMSUNG) SM-G965U1 (国际版/6GB+64GB/颜色随机) Pcs(13398)",b2,teg,"2020-11-09 00:00:00",5,PR-GO-201909020166,NULL
TKMB191206M6,"手机 OPPO R11T（二手机/R11T/移动定制版本/4GB*64GB） Pcs",c2,b2_top100_cloud,"2020-01-12 00:00:00",104,PR-GO-201911040151,NULL
